card_id,related_ids_raw,related,name,cost,xp,effect,highlight_effect,set,card_location,image_url,highlight_color,primary_types,keywords,subtypes,symbols,image_variants
JOJ-091,,{},TM22 Solar Beam,6,2,"Put this in front of your Trainer. At the start of your turn, discard this from play and gain +4 Energy.",,[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/TM22%20Solar%20Beam.webp,,TM / HM,,,__none__,
JOJ-092,,{},TM30 Shadow Ball,4,1,"+2 Energy and choose an opponent.
Attack: That opponent discards the top four cards of their deck.",,[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/TM30%20Shadow%20Ball.webp,,TM / HM,Attack,,__none__,
JOJ-093,,{},TM33 Ice Punch,5,1,"+2 Energy and choose an opponent.
Attack: That opponent can't play more than three cards during their next turn.",,[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/TM33%20Ice%20Punch.webp,,TM / HM,Attack,,__none__,
JOJ-094,JOJ-060,"{""JOJ-060""}",TM36 Sludge Bomb,6,2,"+2 Energy and choose an opponent.
Attack: That opponent gains two Poison.",,[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/TM36%20Sludge%20Bomb.webp,,TM / HM,Attack,,__none__,
JOJ-095,,{},TM43 Detect,4,1,Ongoing: Defense: You may discard this from play to avoid an Attack.,,[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/TM43%20Detect.webp,,TM / HM,Ongoing|Defense,,__none__,
JOJ-096,JOJ-097,"{""JOJ-097""}",Togepi,2,1,Ongoing: Evolve 3: Put this under your Trainer. Gain Togetic from the Evolution Stack.,,[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Togepi.webp,,Pokemon,Ongoing|Evolve,,__none__,
JOJ-097,JOJ-096,"{""JOJ-096""}",Togetic,5,1,"Each opponent discards the top card of their deck. You may copy the effects of one of the cards discarded this way until the end of your turn. This can't be copied or Evolve.
Ongoing: Defense: You may discard this from play to avoid an Attack.",,[JOJ],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Togepi.webp,,Pokemon,Ongoing|Defense,Evolved,__none__,
JOJ-098,"JOJ-010, JOJ-017","{""JOJ-010"",""JOJ-017""}",Totodile,3,1,"Choose an opponent.
Attack: That opponent discards a random card.
Evolve 3: Put this under your Trainer. Gain Croconaw from the Evolution Stack.",,[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Totodile.webp,,Pokemon,Attack|Evolve,,__none__,
JOJ-099,,{},Tracey,,,"At the start of each of your turns, reveal the top card of the Main Deck. You may buy or gain that card as if it were in the Route.",,[JOJ],Setup,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Tracey.webp,,Trainer,,,__none__,
JOJ-100,"JOJ-067, JOJ-011","{""JOJ-067"",""JOJ-011""}",Typhlosion,7,2,"+4 Energy
You may destroy a card in your hand or discard pile.",,[JOJ],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Typhlosion.webp,,Pokemon,,Evolved,__none__,
JOJ-101,"JOJ-038, JOJ-066","{""JOJ-038"",""JOJ-066""}",Tyranitar,8,3,"+4 Energy
You may destroy a card in your hand or discard pile.
Defense: You may reveal this to avoid an Attack.",,[JOJ],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Tyranitar.webp,,Pokemon,Defense,Evolved,__none__,
JOJ-102,,{},Unown,3,*,"+1 Energy
Gain an additional +1 Energy for each other Unown you play or have played this turn.
At the end of the game, this is worth 1 XP for each Unown you have.",,[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Unown%20-%20U.webp,,Pokemon,,,__none__,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Unown%20-%20N.webp|https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Unown%20-%20O.webp|https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Unown%20-%20W.webp|https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Unown%20-%20N2.webp|https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Unown%20-%20Exc.webp
JOJ-103,JOJ-087,"{""JOJ-087""}",Ursaring,6,2,+4 Energy,,[JOJ],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Ursaring.webp,,Pokemon,,Evolved,__none__,
JOJ-104,,{},Wobbuffet!,,,"Encounter Attack: When you play an Attack card this turn that choose an opponent, you must choose yourself instead. All other Attack cards you play this turn affect you as well as opponents.","This can't be bought or gained. At the end of the turn, destroy this.",[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Wobbuffet.webp,yellow,Encounter,Encounter Attack,,Team Rocket,
JOJ-105,,{},Wrap!,,,"Encounter Attack: Reveal your hand, then discard a Pokemon.","This can't be bought or gained. At the end of the turn, destroy this.",[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Wrap.webp,yellow,Encounter,Encounter Attack,,Team Rocket,
JOJ-106,,{},X Attack,4,1,Copy the effects of an Attack card in play until the end of your turn. This can't Evolve.,,[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/X%20Attack.webp,,Item,,,__none__,
JOJ-107,,{},X Defense,5,1,"Defense: You may reveal this to avoid an Attack. If you do, discard a card then draw a card.",,[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/X%20Defense.webp,,Item,Defense,,__none__,
JOJ-108,,{},X Speed,2,1,Draw a card.,,[JOJ],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/X%20Speed.webp,,Item,,,__none__,
JOJ-109,JOJ-053,"{""JOJ-053""}",Xatu,5,1,"Choose an opponent. That opponent reveals their hand, then you may copy the effects of a card in that opponent's hand until the end of your turn. This can't Evolve.",,[JOJ],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Xatu.webp,,Pokemon,,Evolved,__none__,
JOJ-110,,{},Zephyr Badge,7,4,,"When you gain this, put this under your Trainer.",[JOJ],Challenge Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/JOJ/Zephyr%20Badge.webp,blue,Challenge,,,__none__,
