card_id,related_ids_raw,related,name,cost,xp,effect,highlight_effect,set,card_location,image_url,highlight_color,primary_types,keywords,subtypes,symbols
PDB-113,,{},TM30 Teleport,3,1,"If this is the first card you have played this turn, discard your hand and draw five cards.
Defense: You may discard this to avoid an Attack. If you do, draw a card.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/TM30%20Teleport.webp,,TM / HM,Defense,,__none__
PDB-114,,{},TM31 Mimic,3,1,Each opponent reveals the top card of their deck. You may copy the effects of one of the cards revealed this way until the end of your turn. This can't be copied or Evolve.,,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/TM31%20Mimic.webp,,TM / HM,,,__none__
PDB-115,,{},TM44 Rest,6,2,"If this is the first card you have  played this turn, do not discard your hand at the end of your turn. Draw four cards and then immediately end your turn. Otherwise, draw a card.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/TM44%20Rest.webp,,TM / HM,,,__none__
PDB-116,,{},Ultra Ball,5,1,Gain a Pokemon with cost 6 or less that is in the Route.,,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Ultra%20Ball.webp,,Item,,,__none__
PDB-117,PDB-031,"{""PDB-031""}",Vaporeon,5,1,"+2 Energy and choose an opponent.
Attack: Look at that opponent's hand. That opponent discards a card of your choosing.",,[PDB],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Vaporeon.webp,,Pokemon,Attack,Evolved Pokemon,__none__
PDB-118,"PDB-022, PDB-051","{""PDB-022"",""PDB-051""}",Venusaur,7,2,"+3 Energy
Draw two cards.",,[PDB],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Venusaur.webp,,Pokemon,,Evolved Pokemon,__none__
PDB-119,PDB-033,"{""PDB-033""}",Voltorb,3,1,"+2 Energy
Evolve 5: Put this under your Trainer. Gain Electrode from the Evolution Stack.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Voltorb.webp,,Pokemon,Evolve,,__none__
PDB-120,PDB-077,"{""PDB-077""}",Vulpix,3,1,"+2 Energy
Evolve 5: Put this under your Trainer. Gain Ninetales from the Evolution Stack.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Vulpix.webp,,Pokemon,Evolve,,__none__
PDB-121,"PDB-102, PDB-018","{""PDB-102"",""PDB-018""}",Wartortle,5,1,"+2 Energy
Attack: Each opponent discards a random card.
Evolve 6: Put this under your Trainer. Gain Blastoise from the Evolution Stack.",,[PDB],Evolution Stack,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Wartortle.webp,,Pokemon,Attack|Evolve,Evolved Pokemon,__none__
PDB-122,,{},Youngster Wants To Fight!,0,1,,"When you gain this, put this under your Trainer.",[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Youngster%20Wants%20to%20Fight.webp,,Encounter,,,__none__
PDB-123,,{},Zapdos,7,2,"+2 Energy
You may discard up to two cards. For each card discarded this way, gain +2 Energy.",,[PDB],Main Deck,https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/Zapdos.webp,,Pokemon,,Legendary Pokemon,__none__
