card_id,related_ids_raw,related,image_url,name,cost,xp,effect,highlight_effect,highlight_color,card_location,primary_types,keywords,subtypes,symbols,set,image_variants,rules,wcs_tier
WCS-088,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Professor%20Sycamore.webp,Professor Sycamore,,,You may ignore the restriction text on all Mega Evolved Pokemon.,,,Setup,Trainer,,,__none__,[WCS],,,5
WCS-089,"WCS-070, WCS-069","{""WCS-070"",""WCS-069""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Professor%20Willow.webp,Professor Willow,,,You start the game with Meltan in your deck.,,,Setup,Trainer,,,__none__,[WCS],,,6
WCS-090,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Researcher%20Oleana.webp,Researcher Oleana,,,You start the game with Dynamax Band in play.,,,Setup,Trainer,,,__none__,[WCS],,,2
WCS-091,"WCS-092, WCS-094","{""WCS-092"",""WCS-094""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Robert.webp,Robert,,,You start the game with Robert's Milotic in your deck.,,,Setup,Trainer,,,__none__,[WCS],,,5
WCS-092,"WCS-091, WCS-094","{""WCS-091"",""WCS-094""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Robert's%20Milotic.webp,Robert's Milotic,3,0,"+2 Energy
Learn 6: Gain Safeguard and put it in front of your Trainer.",,,Setup,Starter|Pokemon,Learn,,__none__,[WCS],,,
WCS-093,WCS-003,"{""WCS-003""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Rock%20Guard.webp,Rock Guard,6,1,"Ongoing: You may discard this from play to ignore an Attack from an opponent. If you do, draw a card, then copy the effects of that Attack targetting only that opponent.",This can't be played if you control an ACE SPEC. This can't be copied.,red,Main Deck,Item,,ACE SPEC,__none__,[WCS],,,
WCS-094,"WCS-091, WCS-092","{""WCS-091"",""WCS-092""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Safeguard.webp,Safeguard,,,"When you play Robert's Milotic, you may put a Status Condition or Poison you control in play, in your hand, or in your discard pile under your Trainer. You may ignore the effects of Status Conditions you control in play. At the end of the game, gain 2 XP for each Status Condition and each Poison you have.","This stays in play in front of your Trainer.
This is not affected by any effects that do not mention it specifically.",,Setup,Move,,Unique,__none__,[WCS],,,
WCS-095,WCS-003,"{""WCS-003""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Scoop%20Up%20Cyclone.webp,Scoop Up Cyclone,6,1,Put a Pokemon from your discard pile into your hand.,This can't be played if you control an ACE SPEC. This can't be copied.,red,Main Deck,Item,,ACE SPEC,__none__,[WCS],,,
WCS-096,"WCS-033, WCS-030, WCS-010","{""WCS-033"",""WCS-030"",""WCS-010""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Scout.webp,Scout,1,0,"Draw a card.
Choose an opponent. That opponent reveals their hand.
At the end of your turn, swap this with Coffee Break.",,,Setup,Starter,,,__none__,[WCS],,,
WCS-097,WCS-003,"{""WCS-003""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Scramble%20Switch.webp,Scramble Switch,6,1,"Discard a Pokemon. If you do, you may search your deck and/or discard pile for a Pokemon and put it into your hand.",This can't be played if you control an ACE SPEC. This can't be copied.,red,Main Deck,Item,,ACE SPEC,__none__,[WCS],,,
WCS-098,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Silver%20Conference.webp,Silver Conference,8,5,,"When you gain this, put this under your Trainer.",blue,Challenge Stack,Challenge,,,__none__,[WCS],,,
WCS-099,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Soliera.webp,Soliera,,,"The first time you destroy a card in your hand or discard pile each turn, you may put the top card of your deck into your hand.",,,Setup,Trainer,,,__none__,[WCS],,,4
WCS-100,"WCS-008, WCS-104","{""WCS-008"",""WCS-104""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Steenee.webp,Steenee,5,1,"+2 Energy and choose an opponent.
Attack: That opponent discards a card. If they do, draw a card.
Evolve 7: Put this under your Trainer. Gain Tsareena from the Evolution Stack.",,,Evolution Stack,Pokemon,Attack|Evolve,Evolved,__none__,[WCS],,,
WCS-101,WCS-068,"{""WCS-068""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Steven%20Stone.webp,Steven Stone,,,"You start the game with Mega Stone in play. At the start of each of your turns, you may put any number of cards from the Extra Zone on the bottom of the Extra Stack, then refill the Extra Zone.",,,Setup,Trainer,,,__none__,[WCS],,,2
WCS-102,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/TM19%20Roost.webp,TM19 Roost,4,1,"If this is the first card you have played this turn, draw until you have four cards in your hand. Otherwise, put the top card of your deck into your hand.",,,Main Deck,TM / HM,,,__none__,[WCS],,,
WCS-103,"WCS-036, WCS-037","{""WCS-036"",""WCS-037""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Transform.webp,Transform,,,"When you play Duplica's Ditto, choose one of the following:
 • +1 Energy and draw a card.
 • Destroy a card you control in play or in your hand.
 • Each opponent discards all cards with cost 1 or more in front of their Trainer.","This stays in play in front of your Trainer.
This is not affected by any effects that do not mention it specifically.",,Setup,Move,,Unique,__none__,[WCS],,,
WCS-104,"WCS-008, WCS-100","{""WCS-008"",""WCS-100""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Tsareena.webp,Tsareena,7,2,"+3 Energy and choose an opponent.
Attack: That opponent discards two cards, then you draw two cards.",,,Evolution Stack,Pokemon,Attack,Evolved,__none__,[WCS],,,
WCS-105,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Vertress%20Conference.webp,Vertress Conference,8,5,,"When you gain this, put this under your Trainer.",blue,Challenge Stack,Challenge,,,__none__,[WCS],,,
WCS-106,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Wilma.webp,Wilma,,,"During each of your turns, TM / HMs and Moves in the Route cost one less to buy or gain.",,,Setup,Trainer,,,__none__,[WCS],,,4
WCS-107,WCS-075,"{""WCS-075""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Wingull.webp,Wingull,5,1,"You may put a card from your hand under your Trainer.
Evolve 5: Put this under your Trainer. Gain Pelipper from the Evolution Stack.",,,Main Deck,Pokemon,Evolve,,__none__,[WCS],,,
WCS-108,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Xurkitree.webp,Xurkitree,10,4,"+3 Energy
Each opponent flips their Trainers and Unique Moves face-down until the start of your next turn.",,,Extra Stack,Pokemon,,Ultra Beast,Beast Ball,[WCS],,,
WCS-109,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Zacian.webp,Zacian,8,3,"+4 Energy
At the end of your turn, do not discard your hand.",,,Main Deck,Pokemon,,Legendary,__none__,[WCS],,,
WCS-110,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Zamazenta.webp,Zamazenta,8,3,"+3 Energy
If this is discarded from your hand or deck by an opponent's card or Trainer effect, put this into your hand.
Defense: You may reveal this to avoid an Attack.",,,Main Deck,Pokemon,Defense,Legendary,__none__,[WCS],,,
WCS-111,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Zarude.webp,Zarude,8,3,"+3 Energy
You may search your deck and/or discard pile for any number of Poison and/or Status Conditions and destroy them.",,,Mythical Pokemon Stack,Pokemon,,Mythical,__none__,[WCS],,,
WCS-112,WCS-113,"{""WCS-113""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Zoroark.webp,Zoroark,7,2,"+3 Energy
Ongoing: Once during each of your turns, you may discard a card from your hand. If you do, draw two cards.",,,Evolution Stack,Pokemon,Ongoing,Evolved,__none__,[WCS],,,
WCS-113,WCS-112,"{""WCS-112""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Zorua.webp,Zorua,4,1,"+1 Energy
Evolve 7: Put this under your Trainer. Gain Zoroark from the Evolution Stack.",,,Main Deck,Pokemon,Evolve,,__none__,[WCS],,,
WCS-114,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/WCS/Zossie.webp,Zossie,,,"When you destroy a card in your hand or discard pile, gain +1 Energy.",,,Setup,Trainer,,,__none__,[WCS],,,3
