card_id,related_ids_raw,related,image_url,name,cost,xp,effect,highlight_effect,highlight_color,card_location,primary_types,keywords,subtypes,symbols,set,image_variants,rules,wcs_tier
S&M-081,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Poison.webp,Poison,0,-1,,,,Poison/Status Condition Stack,,,,__none__,[S&M],,,
S&M-082,"S&M-106, S&M-070, S&M-047, S&M-023, S&M-090","{""S&M-106"",""S&M-070"",""S&M-047"",""S&M-023"",""S&M-090""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Popplio.webp,Popplio,3,1,"+1 Energy
Evolve 4: Put this under your Trainer. Gain Brionne from the Evolution Stack.",,,Main Deck,Pokemon,Evolve,,__none__,[S&M],,,
S&M-083,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Potion.webp,Potion,3,1,+2 Energy,,,Potion Stack,Item,,,__none__,[S&M],,,
S&M-084,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Power%20Anklet.webp,Power Anklet,5,1,Draw two cards.,,,Main Deck,Item,,,__none__,[S&M],,,
S&M-085,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Power%20Band.webp,Power Band,5,1,"+2 Energy
Defense: You may discard this to avoid an Attack. If you do, you may destroy a card in your hand or discard pile.",,,Main Deck,Item,Defense,,__none__,[S&M],,,
S&M-086,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Power%20Belt.webp,Power Belt,5,1,"+2 Energy
Defense: You may discard this to avoid an Attack. If you do, draw two cards.",,,Main Deck,Item,,,__none__,[S&M],,,
S&M-087,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Power%20Bracer.webp,Power Bracer,6,2,+4 Energy,,,Main Deck,Item,,,__none__,[S&M],,,
S&M-088,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Power%20Lens.webp,Power Lens,5,1,"+2 Energy
The next Attack you play this turn can't be avoided.",,,Main Deck,Item,,,__none__,[S&M],,,
S&M-089,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Power%20Weight.webp,Power Weight,5,1,"+2 Energy
Draw a card.",,,Main Deck,Item,,,__none__,[S&M],,,
S&M-090,"S&M-082, S&M-023","{""S&M-082"",""S&M-023""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Primarina.webp,Primarina,7,2,"+4 Energy
Attack: Each opponent discards an Attack card.
Z-Move: Choose an opponent. That opponent discards a card.",,,Evolution Stack,Pokemon,Attack|Z-Move,Evolved,__none__,[S&M],,,
S&M-091,S&M-094,"{""S&M-094""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Professor%20Kukui.webp,Professor Kukui,,,You start the game with Rockruff in your deck.,,,Setup,Trainer,,,__none__,[S&M],,,5
S&M-092,S&M-081,"{""S&M-081""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Rapp.webp,Rapp!,,,Encounter Attack: Gain a Poison.,"This can't be bought or gained. At the end of the turn, destroy this.",yellow,Main Deck,Encounter,Encounter Attack,,Team Skull,[S&M],,,
S&M-093,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Repel.webp,Repel,5,1,"+2 Energy and choose one of the following:
 • Each opponent discards all Pokemon in front of their Trainer.
 • Put all Pokemon from the Route on the bottom of the Main Deck, then refill the Route.",,,Main Deck,Item,,,__none__,[S&M],,,
S&M-094,"S&M-091, S&M-061, S&M-062","{""S&M-091"",""S&M-061"",""S&M-062""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Rockruff.webp,Rockruff,4,1,"+2 Energy
Evolve 6: Put this under your Trainer. Gain Lycanroc from the Evolution Stack.",,,Main Deck,Pokemon,Evolve,,__none__,[S&M],,,
S&M-095,S&M-020,"{""S&M-020""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Rotom%20Pokedex.webp,Rotom Pokedex,4,1,"Choose two of the following:
 • Draw a card.
 • Gain +1 Energy.
 • Put any mumber of cards from the Route on the bottom of the Main Deck, then refill the Route.",,,Main Deck,Item|Pokemon,,,__none__,[S&M],,,
S&M-096,"S&M-106, S&M-070, S&M-047, S&M-031, S&M-032","{""S&M-106"",""S&M-070"",""S&M-047"",""S&M-031"",""S&M-032""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Rowlet.webp,Rowlet,3,1,"Draw a card.
Evolve 4: Put this under your Trainer. Gain Dartrix from the Evolution Stack.",,,Main Deck,Pokemon,Evolve,,__none__,[S&M],,,
S&M-097,S&M-098,"{""S&M-098""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Salandit.webp,Salandit,4,1,"+1 Energy
Evolve 5: Put this under your Trainer. Gain Salazzle from the Evolution Stack.",,,Main Deck,Pokemon,Evolve,,__none__,[S&M],,,
S&M-098,"S&M-097, S&M-081","{""S&M-097"",""S&M-081""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Salazzle.webp,Salazzle,6,2,"+2 Energy
You may destroy a card in your hand. If you do, choose an opponent and Attack: That opponent gains a Poison.",,,Evolution Stack,Pokemon,Attack,Evolved,__none__,[S&M],,,
S&M-099,S&M-052,"{""S&M-052""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Samson%20Oak.webp,Samson Oak,,,You start the game with Komala in your deck.,,,Setup,Trainer,,,__none__,[S&M],,,5
S&M-100,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Sharpedo%20Jet.webp,Sharpedo Jet,6,2,"Ongoing: During your turn, you may discard this from play. If you do, look at the top three cards of your deck. You may destroy one of them, then discard any number of them, then put the rest back in any order.",,,Main Deck,Move,Ongoing,,__none__,[S&M],,,
S&M-101,"S&M-040, S&M-125","{""S&M-040"",""S&M-125""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Silvally.webp,Silvally,7,2,"+3 Energy and choose one of the following:
 • Destroy a card in your hand.
 • Attack: Each opponent discards a random card.
 • Draw a card.",,,Evolution Stack,Pokemon,Attack,Legendary|Evolved,__none__,[S&M],,,
S&M-102,"S&M-029, S&M-028","{""S&M-029"",""S&M-028""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Solgaleo.webp,Solgaleo,8,3,"+4 Energy
Each opponent discards a random card.
Defense: You may shuffle this from your hand or discard pile into your deck to avoid an Attack.",,,Evolution Stack,Pokemon,Defense,Legendary|Evolved,__none__,[S&M],,,
S&M-103,S&M-128,"{""S&M-128""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Sophocles.webp,Sophocles,9,5,,"When you gain this, put this under your Trainer. Then if you don't have a Z-Ring, gain a Z-Ring and put it in front of your Trainer.",blue,Challenge Stack,Challenge,,,__none__,[S&M],,,
S&M-104,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Stoutland%20Search.webp,Stoutland Search,3,2,"Ongoing: You may discard this from play. If you do, put an Item from your discard pile into your hand.",,,Main Deck,Move,Ongoing,,__none__,[S&M],,,
S&M-105,S&M-021,"{""S&M-021""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Stufful.webp,Stufful,4,1,"+1 Energy
Evolve 6: Put this under your Trainer. Gain Bewear from the Evolution Stack.",,,Main Deck,Pokemon,Evolve,,__none__,[S&M],,,
S&M-106,"S&M-096, S&M-058, S&M-082","{""S&M-096"",""S&M-058"",""S&M-082""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Sun.webp,Sun,,,"Before starting the game, choose either Rowlet, Litten, or Popplio. You start the game with the chosen card in your deck.",,,Setup,Trainer,,,__none__,[S&M],,,6
S&M-107,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Tackle.webp,Tackle,0,0,+1 Energy,,,Setup,Starter,,,__none__,[S&M],,,
S&M-108,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Tapu%20Bulu.webp,Tapu Bulu,7,2,"+3 Energy
Defense: You may reveal this to avoid an Attack.
Z-Move: You may discard the top card of your deck. If you do, draw a card.",,,Main Deck,Pokemon,Defense|Z-Move,Legendary,__none__,[S&M],,,
S&M-109,S&M-081,"{""S&M-081""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Tapu%20Fini.webp,Tapu Fini,7,2,"+3 Energy
You may destroy up to two Poison in your hand and/or discard pile.
Z-Move: Choose an opponent. Attack: That opponent shuffles their hand, discard pile, and all cards they control in play into their deck, then puts the top four cards of their deck into their hand.",,,Main Deck,Pokemon,Z-Move|Attack,Legendary,__none__,[S&M],,,
S&M-110,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Tapu%20Koko.webp,Tapu Koko,7,2,"+3 Energy
At the start of your turn, if this is in your discard pile, you may discard three cards. If you do, put this into your hand.
Z-Move: Draw a card.",,,Main Deck,Pokemon,Z-Move,Legendary,__none__,[S&M],,,
S&M-111,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Tapu%20Lele.webp,Tapu Lele,7,2,"+3 Energy
Put an Item from your discard pile on the bottom of your deck.
Z-Move: Search your deck for an Item and put it into your hand, then shuffle your deck.",,,Main Deck,Pokemon,Z-Move,Legendary,__none__,[S&M],,,
S&M-112,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Tauros%20Charge.webp,Tauros Charge,2,2,"Draw a card.
Ongoing: During your turn, you may discard this from play. If you do, destroy up to three cards in the Route, then refill the Route.",,,Main Deck,Move,Ongoing,,__none__,[S&M],,,
S&M-113,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Team%20Skull%20Grunts.webp,Team Skull Grunts!,,,Encounter Attack: Each player discards two Starters.,"This can't be bought or gained. At the end of the turn, destroy this.",yellow,Main Deck,Encounter,Encounter Attack,,Team Skull,[S&M],,,
S&M-114,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/TM47%20Low%20Sweep.webp,TM47 Low Sweep,4,1,"+2 Energy and choose an opponent.
Attack: That opponent discards all cards in front of their Trainer.",,,Main Deck,TM / HM,Attack,,__none__,[S&M],,,
S&M-115,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/TM48%20Round.webp,TM48 Round,5,1,"+2 Energy and choose an opponent.
Each other player may discard a card.
Attack: For each card discarded this way, the chosen opponent discards a card.",,,Main Deck,TM / HM,Attack,,__none__,[S&M],,,
S&M-116,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/TM59%20Brutal%20Swing.webp,TM59 Brutal Swing,4,1,"+2 Energy and choose an opponent.
Attack: That opponent can't draw cards until the end of their next turn.",,,Main Deck,TM / HM,Attack,,__none__,[S&M],,,
S&M-117,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/TM89%20U-Turn.webp,TM89 U-Turn,5,1,"+2 Energy
At the end of your turn, you may put a Pokemon you control in play on top of your deck.",,,Main Deck,TM / HM,,,__none__,[S&M],,,
S&M-118,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/TM90%20Substitute.webp,TM90 Substitute,5,1,"Defense: You may put this into play to avoid an Attack.
Ongoing: You may avoid all Attacks. At the start of your turn, discard this from play.",,,Main Deck,TM / HM,Defense|Ongoing,,__none__,[S&M],,,
S&M-119,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/TM92%20Trick%20Room.webp,TM92 Trick Room,5,1,"Switch your discard pile with your deck, then shuffle your deck.
Ongoing: At the start of your turn, you may shuffle your hand into your deck. If you do, draw cards equal to the number of cards that were shuffled into your deck this way.",,,Main Deck,TM / HM,Ongoing,,__none__,[S&M],,,
S&M-120,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Togedemaru.webp,Togedemaru,6,2,"+3 Energy and choose an opponent.
Attack: You may put a card with cost 0 from that opponent's discard pile on top of their deck.
Defense: You may discard this to avoid an Attack. If you do, put the top card of your deck into your hand.",,,Main Deck,Pokemon,Attack|Defense,,__none__,[S&M],,,
S&M-121,"S&M-058, S&M-049","{""S&M-058"",""S&M-049""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Torracat.webp,Torracat,5,1,"+1 Energy
Destroy a card in your hand.
Evolve 6: Put this under your Trainer. Gain Incineroar from the Evolution Stack.",,,Evolution Stack,Pokemon,Evolve,Evolved,__none__,[S&M],,,
S&M-122,"S&M-066, S&M-081","{""S&M-066"",""S&M-081""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Toxapex.webp,Toxapex,6,2,"+2 Energy and choose an opponent.
Attack: That opponent gains a Poison and puts it on top of their deck.
Defense: You may discard this to avoid an Attack. If you do, draw a card, then the opponent that controls the Attack gains a Poison.",,,Evolution Stack,Pokemon,Attack|Defense,Evolved,__none__,[S&M],,,
S&M-123,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Tupp.webp,Tupp!,,,Encounter Attack: Gain -1 Energy.,"This can't be bought or gained. At the end of the turn, destroy this.",yellow,Main Deck,Encounter,Encounter Attack,,Team Skull,[S&M],,,
S&M-124,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Turtonator.webp,Turtonator,6,2,"+3 Energy
Defense: You may discard this to avoid an Attack. If you do, draw a card, then the opponent that controls the Attack discards two cards.",,,Main Deck,Pokemon,Defense,,__none__,[S&M],,,
S&M-125,"S&M-040, S&M-101","{""S&M-040"",""S&M-101""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Type%20Null.webp,Type: Null,5,1,"+2 Energy
Evolve 7: Put this under your Trainer. Gain Silvally from the Evolution Stack.",,,Main Deck,Pokemon,Evolve,Legendary,__none__,[S&M],,,
S&M-126,"S&M-042, S&M-025","{""S&M-042"",""S&M-025""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Vikavolt.webp,Vikavolt,7,2,"+2 Energy
Search your deck and discard pile for any amount of Energy Removal and put them into your hand, then shuffle your deck.
Gain +1 Energy for each Energy Removal you play or have played this turn.
Z-Move: Attack: Each opponent puts a card with cost 0 from their discard pile on top of their deck.",,,Evolution Stack,Pokemon,Z-Move|Attack,Evolved,__none__,[S&M],,,
S&M-127,S&M-041,"{""S&M-041""}",https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Wimpod.webp,Wimpod,2,1,Evolve 3: Put this under your Trainer. Gain Golisopod from the Evolution Stack.,,,Main Deck,Pokemon,Evolve,,__none__,[S&M],,,
S&M-128,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Z-Ring%20Face%20Up.webp,Z-Ring,,,"When you play a Z-Move card, may flip this face-down. If you do, activate the Z-Move of that card.
---
At the end of your turn, flip this face-up.","This stays in play in front of your Trainer.
This is not affected by any effects that do not mention it specifically.",,Setup,,,,__none__,[S&M],https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Z-Ring%20Face%20Down.jpg,,
S&M-129,,{},https://epukuennycpgajwtmcty.supabase.co/storage/v1/object/public/cards/S&M/Zipp.webp,Zipp!,,,Encounter Attack: Discard a card.,"This can't be bought or gained. At the end of the turn, destroy this.",yellow,Main Deck,Encounter,Encounter Attack,,Team Skull,[S&M],,,
